89,CXIZZB004V010001,I enjoy attending social events,Agree,Agree,Neutral,Neutral,Slightly Agree,Slightly Agree,Neutral,Agree,Agree,Neutral,Agree,Slightly Agree,Agree,Agree,Agree,Neutral,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Slightly Disagree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Disagree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Neutral,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Disagree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Disagree,Agree,Neutral,Slightly Disagree,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Slightly Agree,Agree,Neutral,Agree,Slightly Disagree,5,Agree,3,Neutral,4,Slightly Agree,4,Slightly Agree,2,Slightly Disagree,3,Neutral,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,3,Neutral,5,Agree,4,Slightly Agree,4,Slightly Agree,5,Agree,5,Agree,3,Neutral,4,Slightly Agree,2,Slightly Disagree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,4,Slightly Agree,1,Disagree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,4,Slightly Agree,5,Agree,3,Neutral,3,Neutral,3,Neutral,5,Agree,5,Agree,5,Agree,2,Slightly Disagree,4,Slightly Agree,4,Slightly Agree,1,Disagree,1,Disagree,1,Disagree,4,Slightly Agree,5,Agree,5,Agree,1,Disagree,2,Slightly Disagree,4,Slightly Agree,1,Disagree
90,CXIZZB004V010002,I feel little concern for others,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Slightly Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Agree,Disagree,Slightly Disagree,Neutral,Disagree,Disagree,Agree,Slightly Disagree,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Disagree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Agree,Disagree,Slightly Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Slightly Agree,Neutral,Disagree,Agree,Slightly Disagree,Agree,Slightly Agree,Neutral,Slightly Agree,Disagree,Neutral,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Agree,Slightly Agree,4,Slightly Agree,4,Slightly Agree,4,Slightly Agree,4,Slightly Agree,4,Slightly Agree,3,Neutral,5,Agree,2,Slightly Disagree,4,Slightly Agree,4,Slightly Agree,4,Slightly Agree,4,Slightly Agree,5,Agree,5,Agree,3,Neutral,3,Neutral,3,Neutral,5,Agree,4,Slightly Agree,4,Slightly Agree,3,Neutral,4,Slightly Agree,1,Disagree,4,Slightly Agree,1,Disagree,5,Agree,1,Disagree,5,Agree,4,Slightly Agree,5,Agree,1,Disagree,5,Agree,4,Slightly Agree,4,Slightly Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,1,Disagree,1,Disagree,4,Slightly Agree,1,Disagree,3,Neutral,5,Agree,2,Slightly Disagree,4,Slightly Agree,4,Slightly Agree,5,Agree,5,Agree,1,Disagree,3,Neutral,5,Agree,5,Agree,1,Disagree,5,Agree,4,Slightly Agree,5,Agree
91,CXIZZB004V010003,I am always prepared,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly Disagree,Agree,Agree,Agree,Agree,Slightly Disagree,Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Slightly Agree,Slightly Agree,Neutral,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Disagree,4,Slightly Agree,4,Slightly Agree,4,Slightly Agree,5,Agree,4,Slightly Agree,5,Agree,5,Agree,5,Agree,5,Agree,3,Neutral,5,Agree,2,Slightly Disagree,5,Agree,5,Agree,5,Agree,4,Slightly Agree,4,Slightly Agree,5,Agree,3,Neutral,5,Agree,4,Slightly Agree,4,Slightly Agree,5,Agree,4,Slightly Agree,3,Neutral,5,Agree,2,Slightly Disagree,5,Agree,4,Slightly Agree,5,Agree,1,Disagree,4,Slightly Agree,5,Agree,5,Agree,4,Slightly Agree,4,Slightly Agree,4,Slightly Agree,4,Slightly Agree,5,Agree,1,Disagree,1,Disagree,4,Slightly Agree,5,Agree,2,Slightly Disagree,5,Agree,2,Slightly Disagree,2,Slightly Disagree,2,Slightly Disagree,1,Disagree,1,Agree,5,Agree,5,Agree,5,Agree,5,Agree,1,Disagree,1,Disagree,4,Slightly Agree,5,Agree
92,CXIZZB004V010004,I get stressed out easily,Agree,Slightly Agree,Neutral,Disagree,Slightly Disagree,Disagree,Disagree,Neutral,Slightly Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Slightly Disagree,Neutral,Disagree,Slightly Agree,Neutral,Neutral,Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Disagree,Neutral,Slightly Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Slightly Disagree,Agree,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Neutral,Slightly Agree,Agree,Disagree,Slightly Agree,Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Disagree,Slightly Agree,Slightly Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Slightly Disagree,Agree,Disagree,Neutral,Slightly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Slightly Agree,Slightly Disagree,Neutral,Agree,Agree,Slightly Agree,Agree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Neutral,Disagree,2,Slightly Disagree,2,Slightly Disagree,3,Neutral,2,Slightly Disagree,1,Disagree,2,Slightly Disagree,2,Slightly Disagree,2,Slightly Disagree,4,Slightly Agree,2,Slightly Disagree,1,Disagree,4,Slightly Agree,1,Disagree,5,Agree,1,Disagree,2,Slightly Disagree,3,Neutral,2,Slightly Disagree,2,Slightly Disagree,1,Disagree,2,Slightly Disagree,1,Disagree,1,Disagree,2,Slightly Disagree,4,Slightly Agree,1,Disagree,2,Slightly Disagree,3,Neutral,4,Slightly Agree,2,Slightly Disagree,3,Neutral,1,Disagree,1,Disagree,1,Disagree,3,Neutral,3,Neutral,3,Neutral,2,Slightly Disagree,5,Agree,2,Slightly Disagree,2,Slightly Disagree,4,Slightly Agree,5,Agree,5,Agree,1,Disagree,4,Slightly Agree,1,Disagree,5,Agree,5,Agree,1,Agree,1,Disagree,3,Neutral,4,Slightly Agree,1,Disagree,3,Neutral,1,Disagree,5,Agree,1,Disagree
93,CXIZZB004V010005,I can read and write effortlessly,Disagree,Agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Disagree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Slightly Disagree,Slightly Agree,Agree,Agree,Agree,Slightly Disagree,Disagree,Agree,Slightly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Agree,Agree,Slightly Disagree,Neutral,Agree,Agree,1,Disagree,,,5,Agree,5,Agree,4,Slightly Agree,4,Slightly Agree,5,Agree,2,Slightly Disagree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,4,Slightly Agree,5,Agree,5,Agree,4,Slightly Agree,5,Agree,5,Agree,5,Agree,4,Slightly Agree,4,Slightly Agree,5,Agree,2,Slightly Disagree,5,Agree,5,Agree,5,Agree,2,Slightly Disagree,5,Disagree,5,Agree,5,Agree,4,Slightly Agree,4,Slightly Agree,4,Slightly Agree,5,Agree,5,Agree,2,Slightly Disagree,2,Slightly Disagree,5,Agree,1,Disagree,2,Slightly Disagree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,1,Agree,5,Agree,5,Agree,5,Agree,5,Agree,4,Slightly Agree,5,Agree,5,Agree,5,Agree
94,CXIZZB004V010006,I don’t talk a lot,Neutral,Slightly Agree,Neutral,Agree,Slightly Agree,Slightly Agree,Disagree,Neutral,Disagree,Agree,Slightly Agree,Disagree,Agree,Slightly Agree,Disagree,Neutral,Slightly Agree,Disagree,Slightly Agree,Neutral,Disagree,Neutral,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Neutral,Agree,Slightly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Slightly Disagree,Agree,Agree,Disagree,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Agree,Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Neutral,Agree,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Slightly Agree,Disagree,Neutral,Slightly Agree,Agree,Neutral,Neutral,Disagree,Agree,Slightly Agree,Agree,Neutral,Slightly Agree,Slightly Disagree,Disagree,Slightly Agree,Agree,Neutral,Agree,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Disagree,Neutral,Slightly Disagree,Slightly Agree,5,Agree,3,Neutral,1,Disagree,2,Slightly Disagree,1,,2,Slightly Disagree,1,Disagree,2,Slightly Disagree,4,Slightly Agree,5,Agree,4,Slightly Agree,4,Slightly Agree,5,Agree,4,Slightly Agree,3,Neutral,3,Neutral,2,Slightly Disagree,1,Disagree,4,Slightly Agree,5,Agree,2,Slightly Disagree,2,Slightly Disagree,2,Slightly Disagree,1,Disagree,4,Slightly Agree,5,Agree,4,Slightly Agree,1,Disagree,4,Slightly Agree,1,Disagree,3,Neutral,2,Slightly Disagree,1,Disagree,5,Agree,2,Slightly Disagree,2,Slightly Disagree,2,Slightly Disagree,4,Slightly Agree,5,Agree,3,Neutral,1,Disagree,1,Disagree,3,Neutral,3,Neutral,4,Slightly Agree,3,Neutral,2,Slightly Disagree,1,Disagree,5,Agree,5,Agree,5,Agree,1,Disagree,1,Disagree,5,Agree,2,Slightly Disagree,4,Slightly Agree,4,Slightly Agree,5,Agree
95,CXIZZB004V010007,I am interested in people,Agree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Slightly Agree,Neutral,Slightly Agree,Neutral,Agree,Agree,Slightly Agree,Slightly Agree,Neutral,Slightly Agree,Agree,Agree,Slightly Agree,Neutral,Slightly Agree,Slightly Disagree,Slightly Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Neutral,Agree,Agree,Slightly Agree,Slightly Agree,Neutral,Agree,Neutral,Neutral,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Neutral,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Neutral,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Neutral,Agree,Slightly Agree,5,Agree,4,Slightly Agree,4,Slightly Agree,5,Agree,5,Agree,4,Slightly Agree,5,Agree,4,Slightly Agree,5,Agree,4,Slightly Agree,5,Agree,4,Slightly Agree,5,Agree,4,Slightly Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,4,Slightly Agree,5,Agree,5,Agree,3,Neutral,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,1,Disagree,5,Disagree,5,Agree,5,Agree,2,Slightly Disagree,2,Slightly Disagree,2,Slightly Disagree,5,Agree,5,Agree,5,Agree,4,Slightly Agree,4,Slightly Agree,5,Agree,5,Agree,4,Slightly Agree,4,Slightly Agree,4,Slightly Agree,4,Slightly Agree,1,Disagree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,2,Slightly Disagree,5,Agree,5,Agree,5,Agree
96,CXIZZB004V010008,I keep my things spread all over,Disagree,Neutral,Slightly Disagree,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Slightly Agree,Agree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Agree,Slightly Disagree,Disagree,Disagree,Agree,Neutral,Slightly Agree,Disagree,Slightly Disagree,Disagree,Disagree,Agree,Disagree,Slightly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Neutral,Disagree,Disagree,Agree,Slightly Agree,Neutral,Agree,Disagree,Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,Disagree,Slightly Agree,Disagree,Slightly Agree,Agree,Disagree,Agree,Disagree,Disagree,Slightly Agree,Neutral,Slightly Agree,Disagree,Disagree,Slightly Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Slightly Agree,Disagree,Slightly Agree,Disagree,Neutral,Slightly Agree,Slightly Disagree,Disagree,Agree,Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,5,Agree,1,Disagree,1,Disagree,1,Disagree,3,Neutral,4,Slightly Agree,1,Disagree,2,Slightly Disagree,2,Slightly Disagree,1,Disagree,2,Slightly Disagree,1,Disagree,1,Disagree,4,Slightly Agree,1,Disagree,2,Slightly Disagree,1,Disagree,1,Disagree,1,Disagree,1,Disagree,2,Slightly Disagree,5,Agree,1,Disagree,5,Agree,3,Neutral,1,Disagree,2,Slightly Disagree,1,Disagree,1,Disagree,5,Agree,4,Slightly Agree,4,Slightly Agree,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1,Disagree,5,Agree,2,Slightly Disagree,1,Disagree,1,Disagree,1,Disagree,5,Agree,1,Disagree,1,Disagree,5,Agree,5,Agree,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1,Disagree,2,Slightly Disagree,1,Disagree
97,CXIZZB004V010009,I am relaxed most of the time,Agree,Neutral,Slightly Disagree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neutral,Slightly Agree,Slightly Disagree,Neutral,Slightly Agree,Neutral,Agree,Slightly Disagree,Slightly Agree,Agree,Agree,Disagree,Slightly Disagree,Slightly Disagree,Neutral,Slightly Disagree,Slightly Disagree,Slightly Disagree,Agree,Slightly Agree,Agree,Disagree,Neutral,Slightly Disagree,Neutral,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Neutral,Agree,Slightly Agree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Neutral,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Agree,Slightly Disagree,Agree,Disagree,Disagree,Slightly Agree,Neutral,Disagree,Slightly Agree,Disagree,Disagree,Slightly Disagree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Disagree,Agree,Slightly Agree,Neutral,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Neutral,Agree,Neutral,Slightly Agree,Agree,Slightly Agree,Neutral,Agree,Slightly Disagree,5,Agree,3,Neutral,5,Agree,4,Slightly Agree,4,Slightly Agree,3,Neutral,3,Neutral,1,Disagree,4,Slightly Agree,4,Slightly Agree,4,Slightly Agree,2,Slightly Disagree,4,Slightly Agree,5,Agree,3,Neutral,5,Agree,3,Neutral,4,Slightly Agree,4,Slightly Agree,1,Disagree,5,Agree,4,Slightly Agree,4,Slightly Agree,5,Agree,4,Slightly Agree,4,Slightly Agree,2,Slightly Disagree,4,Slightly Agree,4,Slightly Agree,4,Slightly Agree,1,Disagree,2,Slightly Disagree,3,Neutral,5,Agree,4,Slightly Agree,4,Slightly Agree,4,Slightly Agree,4,Slightly Agree,5,Agree,3,Neutral,5,Agree,2,Slightly Disagree,5,Agree,5,Agree,5,Agree,2,Slightly Disagree,2,Slightly Disagree,5,Agree,5,Agree,1,Disagree,5,Agree,3,Neutral,3,Neutral,5,Agree,1,Disagree,2,Slightly Disagree,5,Disagree,5,Agree
98,CXIZZB004V010010,I can’t understand difficult concepts and ideas,Disagree,Slightly Disagree,Neutral,Disagree,Disagree,Slightly Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Slightly Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Disagree,Slightly Agree,Slightly Agree,Disagree,Disagree,Neutral,Neutral,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neutral,Neutral,Disagree,Slightly Agree,Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Agree,Slightly Disagree,Neutral,Disagree,Disagree,Slightly Agree,Neutral,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Neutral,Disagree,Agree,Neutral,Slightly Disagree,Disagree,Slightly Agree,Disagree,Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Neutral,Slightly Agree,Slightly Disagree,Disagree,5,Agree,2,Slightly Disagree,4,Slightly Agree,1,Disagree,4,Slightly Agree,4,Slightly Agree,1,Disagree,5,Agree,2,Slightly Disagree,1,Disagree,1,Disagree,3,Neutral,4,Slightly Agree,2,Slightly Disagree,1,Disagree,1,Disagree,4,Slightly Agree,4,Slightly Agree,1,Disagree,4,Slightly Agree,2,Slightly Disagree,2,Slightly Disagree,1,Disagree,5,Agree,2,Slightly Disagree,4,Slightly Agree,4,Slightly Agree,2,Slightly Disagree,1,Disagree,5,Agree,3,Neutral,2,Slightly Disagree,1,Disagree,5,Agree,2,Slightly Disagree,2,Slightly Disagree,2,Slightly Disagree,5,Agree,5,Agree,2,Slightly Disagree,1,Disagree,4,Slightly Agree,3,Neutral,5,Agree,4,Slightly Agree,3,Neutral,4,Slightly Agree,5,Agree,5,Agree,5,Agree,1,Disagree,4,Slightly Agree,4,Slightly Agree,1,Disagree,5,Agree,2,Slightly Disagree,4,Slightly Agree,5,Agree
99,CXIZZB004V010011,I feel comfortable around people,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Agree,Neutral,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Slightly Disagree,Slightly Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neutral,Slightly Agree,Neutral,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Neutral,Agree,Agree,Neutral,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Disagree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Slightly Disagree,Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Neutral,Agree,Slightly Disagree,5,Agree,3,Neutral,5,Agree,5,Agree,5,Agree,4,Slightly Agree,5,Agree,5,Agree,4,Slightly Agree,4,Slightly Agree,5,Agree,4,Slightly Agree,5,Agree,5,Agree,5,Agree,4,Slightly Agree,5,Agree,5,Agree,5,Agree,5,Agree,4,Slightly Agree,2,Slightly Disagree,5,Agree,5,Agree,4,Slightly Agree,5,Agree,2,Slightly Disagree,5,Agree,4,Slightly Agree,5,Agree,1,Disagree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,3,Neutral,4,Slightly Agree,5,Agree,5,Agree,5,Agree,5,Agree,4,Slightly Agree,3,Neutral,1,Disagree,1,Disagree,3,Neutral,5,Agree,5,Agree,5,Agree,2,Slightly Disagree,5,Agree,5,Agree,5,Agree
100,CXIZZB004V010012,I insult people,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Disagree,Slightly Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Slightly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Slightly Agree,Disagree,Agree,Disagree,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Slightly Agree,Disagree,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Slightly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Agree,Disagree,Agree,Disagree,Slightly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Disagree,Disagree,Agree,1,Disagree,2,Slightly Disagree,1,Disagree,1,Disagree,1,Disagree,3,Neutral,4,Slightly Agree,2,Slightly Disagree,3,Neutral,1,Disagree,2,Slightly Disagree,1,Disagree,1,Disagree,1,Disagree,1,Disagree,3,Neutral,1,Disagree,1,Disagree,2,Slightly Disagree,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1,Disagree,3,Neutral,1,Disagree,1,Disagree,4,Slightly Agree,1,Disagree,1,Disagree,1,Disagree,4,Slightly Agree,4,Slightly Agree,4,Slightly Agree,1,Disagree,1,Disagree,2,Slightly Disagree,5,Agree,2,Slightly Disagree,1,Disagree,4,Slightly Agree,1,Disagree,1,Disagree,3,Neutral,1,Disagree,5,Agree,5,Agree,5,Agree,1,Disagree,1,Disagree,1,Disagree,1,Disagree,3,Neutral,1,Disagree,1,Disagree
